timestamp,shadow_condition,match_id,round,agent1,agent2,agent1_move,agent2_move,agent1_total_score,agent2_total_score,agent1_reasoning,agent2_reasoning
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_SuspiciousTitForTat_p3i2,1,SuspiciousTitForTat_p3i1,SuspiciousTitForTat_p3i2,D,D,1,1,Starting with defection (suspicious).,Starting with defection (suspicious).
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_SuspiciousTitForTat_p3i3,1,SuspiciousTitForTat_p3i1,SuspiciousTitForTat_p3i3,D,D,1,1,Starting with defection (suspicious).,Starting with defection (suspicious).
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_Random_p3i1,1,SuspiciousTitForTat_p3i1,Random_p3i1,D,D,1,1,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_Bayesian_p3i1,1,SuspiciousTitForTat_p3i1,Bayesian_p3i1,D,C,5,0,Starting with defection (suspicious).,Starting with cooperation to gather data.
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_Detective_p3i1,1,SuspiciousTitForTat_p3i1,Detective_p3i1,D,C,5,0,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_QLearning_p3i1,1,SuspiciousTitForTat_p3i1,QLearning_p3i1,D,D,7,2,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_QLearning_p3i1,2,SuspiciousTitForTat_p3i1,QLearning_p3i1,D,D,7,2,Copying opponent's last move (D).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_QLearning_p3i1,3,SuspiciousTitForTat_p3i1,QLearning_p3i1,D,C,7,2,Copying opponent's last move (D).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_QLearning_p3i2,1,SuspiciousTitForTat_p3i1,QLearning_p3i2,D,D,1,1,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_QLearning_p3i3,1,SuspiciousTitForTat_p3i1,QLearning_p3i3,D,D,1,1,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_ThompsonSampling_p3i1,1,SuspiciousTitForTat_p3i1,ThompsonSampling_p3i1,D,C,5,0,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_ThompsonSampling_p3i2,1,SuspiciousTitForTat_p3i1,ThompsonSampling_p3i2,D,D,1,1,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_ThompsonSampling_p3i3,1,SuspiciousTitForTat_p3i1,ThompsonSampling_p3i3,D,C,5,0,Starting with defection (suspicious).,
2025-08-11T20:18:59.980407,0.75,SuspiciousTitForTat_p3i1_vs_GradientMetaLearner_p3i1,1,SuspiciousTitForTat_p3i1,GradientMetaLearner_p3i1,D,D,1,1,Starting with defection (suspicious).,
