timestamp,shadow_condition,match_id,round,agent1,agent2,agent1_move,agent2_move,agent1_total_score,agent2_total_score,agent1_reasoning,agent2_reasoning
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_GrimTrigger_p1i1,1,TitForTat_p1i1,GrimTrigger_p1i1,C,C,3,3,,
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_WinStayLoseShift_p1i1,1,TitForTat_p1i1,WinStayLoseShift_p1i1,C,C,6,6,,
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_WinStayLoseShift_p1i1,2,TitForTat_p1i1,WinStayLoseShift_p1i1,C,C,6,6,,
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_GenerousTitForTat_p1i1,1,TitForTat_p1i1,GenerousTitForTat_p1i1,C,C,3,3,,Starting with cooperation.
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_SuspiciousTitForTat_p1i1,1,TitForTat_p1i1,SuspiciousTitForTat_p1i1,C,D,5,5,,Starting with defection (suspicious).
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_SuspiciousTitForTat_p1i1,2,TitForTat_p1i1,SuspiciousTitForTat_p1i1,D,C,5,5,,Copying opponent's last move (C).
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_Prober_p1i1,1,TitForTat_p1i1,Prober_p1i1,C,C,3,3,,Starting with cooperation.
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_Random_p1i1,1,TitForTat_p1i1,Random_p1i1,C,D,0,5,,
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_Gradual_p1i1,1,TitForTat_p1i1,Gradual_p1i1,C,C,3,3,,Starting with cooperation.
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_Alternator_p1i1,1,TitForTat_p1i1,Alternator_p1i1,C,C,3,3,,Alternating pattern: cooperate on even-numbered rounds.
2025-08-08T11:25:55.629783,0.75,TitForTat_p1i1_vs_Bayesian_p1i1,1,TitForTat_p1i1,Bayesian_p1i1,C,C,3,3,,Starting with cooperation to gather data.
